<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.01	08:00:00	1963.96	1965.83	1962.66	1962.74	5744	0	0
2023.06.01	09:00:00	1962.88	1963.31	1960.54	1961.61	7178	0	0
2023.06.01	10:00:00	1961.61	1961.82	1955.18	1955.56	8773	0	0
2023.06.01	11:00:00	1955.60	1956.81	1953.36	1955.95	6612	0	0
2023.06.01	12:00:00	1955.99	1960.73	1955.35	1960.16	5608	0	0
2023.06.01	13:00:00	1960.17	1967.11	1960.00	1966.60	6033	0	0
2023.06.01	14:00:00	1966.61	1968.43	1966.32	1967.91	7496	0	0
2023.06.01	15:00:00	1967.91	1968.40	1958.73	1968.40	15293	0	0
2023.06.01	16:00:00	1968.38	1974.46	1966.04	1973.36	15385	0	0
2023.06.01	17:00:00	1974.00	1977.51	1969.91	1976.40	17836	0	0
2023.06.01	18:00:00	1976.37	1983.12	1975.52	1982.09	12028	0	0
2023.06.01	19:00:00	1982.07	1982.70	1978.45	1978.45	7695	0	0
2023.06.01	20:00:00	1978.45	1978.45	1976.24	1978.09	5684	0	0
2023.06.01	21:00:00	1978.11	1978.81	1975.68	1976.13	4115	0	0
2023.06.01	22:00:00	1976.12	1978.30	1976.11	1978.12	4143	0	0
2023.06.01	23:00:00	1978.13	1978.37	1977.41	1977.44	1504	0	0
2023.06.02	01:00:00	1977.05	1977.38	1976.26	1977.37	1028	0	0
2023.06.02	02:00:00	1977.33	1977.47	1975.93	1977.07	1543	0	0
2023.06.02	03:00:00	1977.10	1977.50	1975.57	1975.83	3930	0	0
2023.06.02	04:00:00	1975.88	1978.72	1974.04	1977.32	6877	0	0
2023.06.02	05:00:00	1977.31	1980.76	1976.97	1980.45	6067	0	0
2023.06.02	06:00:00	1980.47	1983.44	1980.19	1982.54	5845	0	0
2023.06.02	07:00:00	1982.52	1982.90	1979.35	1979.76	3160	0	0
2023.06.02	08:00:00	1979.72	1982.00	1978.34	1980.56	6058	0	0
2023.06.02	09:00:00	1980.66	1981.05	1977.08	1978.51	7612	0	0
2023.06.02	10:00:00	1978.42	1978.92	1975.83	1976.02	6460	0	0
2023.06.02	11:00:00	1976.00	1979.90	1975.05	1979.16	5675	0	0
2023.06.02	12:00:00	1979.15	1981.17	1978.21	1980.52	5519	0	0
2023.06.02	13:00:00	1980.52	1980.88	1978.27	1978.62	4110	0	0
2023.06.02	14:00:00	1978.61	1980.87	1977.86	1978.82	5004	0	0
2023.06.02	15:00:00	1978.85	1980.22	1968.68	1970.99	15133	0	0
2023.06.02	16:00:00	1970.98	1976.63	1961.92	1963.54	18065	0	0
2023.06.02	17:00:00	1963.55	1967.27	1961.04	1965.06	15923	0	0
2023.06.02	18:00:00	1965.06	1965.47	1961.21	1962.06	9774	0	0
2023.06.02	19:00:00	1962.06	1962.22	1952.26	1952.28	10779	0	0
2023.06.02	20:00:00	1952.32	1953.81	1951.33	1951.95	7620	0	0
2023.06.02	21:00:00	1951.95	1952.11	1950.14	1951.07	5839	0	0
2023.06.02	22:00:00	1951.11	1951.17	1948.08	1948.64	3981	0	0
2023.06.02	23:00:00	1948.59	1949.01	1947.99	1948.27	2102	0	0
2023.06.05	01:00:00	1947.41	1950.12	1947.31	1948.95	2075	0	0
2023.06.05	02:00:00	1948.96	1949.98	1947.44	1949.44	2441	0	0
2023.06.05	03:00:00	1949.45	1949.54	1945.69	1946.51	4522	0	0
2023.06.05	04:00:00	1946.55	1948.33	1945.70	1947.54	9433	0	0
2023.06.05	05:00:00	1947.55	1948.30	1944.03	1944.98	6451	0	0
2023.06.05	06:00:00	1944.97	1947.55	1944.35	1947.14	4066	0	0
2023.06.05	07:00:00	1947.14	1947.40	1944.94	1946.08	3338	0	0
2023.06.05	08:00:00	1946.08	1946.65	1942.97	1944.94	5939	0	0
2023.06.05	09:00:00	1944.90	1945.47	1941.93	1942.92	7392	0	0
2023.06.05	10:00:00	1942.89	1944.00	1938.58	1939.91	7531	0	0
2023.06.05	11:00:00	1939.91	1943.85	1938.64	1942.36	6384	0	0
2023.06.05	12:00:00	1942.37	1945.97	1940.28	1944.81	5896	0	0
2023.06.05	13:00:00	1944.82	1945.84	1942.20	1943.51	5077	0	0
2023.06.05	14:00:00	1943.49	1944.20	1938.36	1942.32	6098	0	0
2023.06.05	15:00:00	1942.34	1943.43	1938.13	1942.96	9095	0	0
2023.06.05	16:00:00	1942.89	1948.75	1942.76	1946.47	12998	0	0
2023.06.05	17:00:00	1946.77	1961.95	1946.77	1957.61	16830	0	0
2023.06.05	18:00:00	1957.60	1959.65	1955.62	1958.18	9069	0	0
2023.06.05	19:00:00	1958.26	1961.07	1957.16	1958.27	6367	0	0
2023.06.05	20:00:00	1958.28	1961.00	1957.32	1960.35	5650	0	0
2023.06.05	21:00:00	1960.36	1962.65	1960.15	1960.79	5719	0	0
2023.06.05	22:00:00	1960.83	1964.03	1960.80	1961.08	5449	0	0
2023.06.05	23:00:00	1961.06	1961.91	1961.01	1961.74	1737	0	0
2023.06.06	01:00:00	1961.20	1962.56	1960.73	1962.48	1731	0	0
2023.06.06	02:00:00	1962.48	1963.17	1961.03	1961.25	2182	0	0
2023.06.06	03:00:00	1961.27	1961.70	1960.55	1961.15	2879	0	0
2023.06.06	04:00:00	1961.19	1961.40	1959.03	1960.48	5603	0	0
2023.06.06	05:00:00	1960.48	1964.60	1959.70	1960.97	6194	0	0
2023.06.06	06:00:00	1961.03	1961.08	1959.06	1959.25	3374	0	0
2023.06.06	07:00:00	1959.50	1961.26	1959.06	1961.26	3597	0	0
2023.06.06	08:00:00	1961.30	1962.77	1957.89	1957.89	5062	0	0
2023.06.06	09:00:00	1957.95	1961.54	1957.75	1959.34	7612	0	0
2023.06.06	10:00:00	1959.33	1960.92	1956.85	1957.58	9222	0	0
2023.06.06	11:00:00	1957.59	1961.43	1957.28	1960.25	7815	0	0
2023.06.06	12:00:00	1960.27	1963.49	1960.18	1962.36	6461	0	0
2023.06.06	13:00:00	1962.38	1964.96	1962.00	1963.48	5694	0	0
2023.06.06	14:00:00	1963.50	1964.90	1962.79	1962.79	5607	0	0
2023.06.06	15:00:00	1962.80	1966.38	1959.91	1961.88	9764	0	0
2023.06.06	16:00:00	1961.87	1964.71	1954.37	1957.25	12797	0	0
2023.06.06	17:00:00	1957.24	1962.55	1956.63	1960.08	12389	0	0
2023.06.06	18:00:00	1960.08	1964.35	1958.59	1963.49	8821	0	0
2023.06.06	19:00:00	1963.51	1966.35	1961.07	1963.63	7068	0	0
2023.06.06	20:00:00	1963.63	1966.10	1962.99	1964.52	5318	0	0
2023.06.06	21:00:00	1964.53	1965.14	1963.05	1963.26	4041	0	0
2023.06.06	22:00:00	1963.26	1963.47	1962.33	1962.94	3172	0	0
2023.06.06	23:00:00	1962.98	1963.53	1962.47	1963.27	1544	0	0
2023.06.07	01:00:00	1963.18	1964.52	1963.10	1963.74	1219	0	0
2023.06.07	02:00:00	1963.71	1964.32	1962.77	1963.38	1494	0	0
2023.06.07	03:00:00	1963.42	1965.11	1963.23	1964.88	3377	0	0
2023.06.07	04:00:00	1964.94	1966.78	1964.26	1964.91	7251	0	0
2023.06.07	05:00:00	1964.95	1965.52	1963.12	1964.57	5137	0	0
2023.06.07	06:00:00	1964.57	1964.61	1962.94	1963.39	3389	0	0
2023.06.07	07:00:00	1963.40	1964.56	1963.26	1964.54	2020	0	0
2023.06.07	08:00:00	1964.55	1965.07	1962.75	1963.19	4465	0	0
2023.06.07	09:00:00	1963.17	1964.09	1957.15	1957.59	7209	0	0
2023.06.07	10:00:00	1957.56	1957.90	1954.96	1956.17	7146	0	0
2023.06.07	11:00:00	1956.17	1961.67	1955.75	1961.61	6039	0	0
2023.06.07	12:00:00	1961.63	1964.56	1961.44	1964.47	5989	0	0
2023.06.07	13:00:00	1964.47	1966.43	1962.33	1962.66	5431	0	0
2023.06.07	14:00:00	1962.68	1965.29	1960.88	1961.31	6208	0	0
2023.06.07	15:00:00	1961.29	1961.37	1957.20	1958.63	9126	0	0
2023.06.07	16:00:00	1958.58	1970.20	1958.09	1969.58	12600	0	0
2023.06.07	17:00:00	1969.64	1969.76	1956.60	1957.72	17728	0	0
2023.06.07	18:00:00	1957.71	1958.73	1946.45	1947.20	12915	0	0
2023.06.07	19:00:00	1947.32	1947.72	1940.91	1942.21	11257	0	0
2023.06.07	20:00:00	1942.22	1946.60	1940.93	1944.52	7633	0	0
2023.06.07	21:00:00	1944.52	1944.88	1941.99	1942.77	5026	0	0
2023.06.07	22:00:00	1942.73	1943.19	1940.07	1940.14	4375	0	0
2023.06.07	23:00:00	1940.14	1941.59	1939.82	1939.87	2328	0	0
2023.06.08	01:00:00	1940.08	1943.52	1940.07	1942.32	2157	0	0
2023.06.08	02:00:00	1942.33	1945.37	1941.72	1944.45	2378	0	0
2023.06.08	03:00:00	1944.59	1946.29	1944.31	1946.21	3774	0	0
2023.06.08	04:00:00	1946.23	1946.70	1944.50	1945.88	6212	0	0
2023.06.08	05:00:00	1945.91	1947.04	1944.49	1946.29	4626	0	0
2023.06.08	06:00:00	1946.28	1947.07	1945.86	1946.33	3995	0	0
2023.06.08	07:00:00	1946.35	1947.34	1945.76	1946.61	3326	0	0
2023.06.08	08:00:00	1946.62	1947.82	1945.71	1945.97	4918	0	0
2023.06.08	09:00:00	1945.98	1947.24	1942.81	1944.78	8132	0	0
2023.06.08	10:00:00	1944.76	1948.30	1944.32	1947.31	7019	0	0
2023.06.08	11:00:00	1947.31	1949.11	1946.70	1948.32	6389	0	0
2023.06.08	12:00:00	1948.33	1948.67	1945.81	1946.43	4992	0	0
2023.06.08	13:00:00	1946.44	1947.97	1945.86	1946.67	4533	0	0
2023.06.08	14:00:00	1946.70	1947.87	1944.99	1946.67	5234	0	0
2023.06.08	15:00:00	1946.71	1960.01	1946.26	1959.32	13824	0	0
2023.06.08	16:00:00	1959.40	1968.56	1957.16	1966.64	15877	0	0
2023.06.08	17:00:00	1966.90	1970.53	1965.12	1967.25	13721	0	0
2023.06.08	18:00:00	1967.24	1968.66	1965.64	1966.88	9432	0	0
2023.06.08	19:00:00	1966.90	1969.25	1965.49	1966.35	7502	0	0
2023.06.08	20:00:00	1966.26	1966.66	1961.81	1963.88	6489	0	0
2023.06.08	21:00:00	1963.85	1965.33	1962.90	1965.16	4167	0	0
2023.06.08	22:00:00	1965.18	1965.47	1963.28	1965.02	4345	0	0
2023.06.08	23:00:00	1965.04	1966.06	1964.88	1965.52	1533	0	0
2023.06.09	01:00:00	1966.06	1966.49	1965.79	1966.13	805	0	0
2023.06.09	02:00:00	1966.13	1966.27	1965.19	1965.36	973	0	0
2023.06.09	03:00:00	1965.36	1965.56	1963.38	1963.38	3306	0	0
2023.06.09	04:00:00	1963.39	1965.69	1963.20	1964.50	6072	0	0
2023.06.09	05:00:00	1964.47	1964.71	1963.41	1964.29	3888	0	0
2023.06.09	06:00:00	1964.29	1964.95	1963.64	1963.83	2976	0	0
2023.06.09	07:00:00	1963.82	1964.19	1962.41	1963.15	2088	0	0
2023.06.09	08:00:00	1963.15	1965.40	1962.68	1964.76	4045	0	0
2023.06.09	09:00:00	1964.80	1966.12	1964.03	1965.72	5976	0	0
2023.06.09	10:00:00	1965.72	1965.72	1962.83	1963.18	6631	0	0
2023.06.09	11:00:00	1963.18	1963.35	1960.65	1962.17	6221	0	0
2023.06.09	12:00:00	1962.20	1963.81	1961.76	1961.92	4895	0	0
2023.06.09	13:00:00	1961.96	1965.03	1961.69	1963.67	4942	0	0
2023.06.09	14:00:00	1963.72	1966.99	1963.10	1966.53	5159	0	0
2023.06.09	15:00:00	1966.52	1973.01	1962.10	1962.94	12180	0	0
2023.06.09	16:00:00	1962.94	1965.11	1956.61	1961.61	13914	0	0
2023.06.09	17:00:00	1961.62	1968.10	1960.25	1963.42	13000	0	0
2023.06.09	18:00:00	1963.43	1965.48	1960.80	1962.20	9804	0	0
2023.06.09	19:00:00	1962.19	1962.85	1960.87	1961.25	6126	0	0
2023.06.09	20:00:00	1961.23	1962.88	1960.45	1961.61	5382	0	0
2023.06.09	21:00:00	1961.65	1962.82	1960.90	1961.53	3261	0	0
2023.06.09	22:00:00	1961.52	1961.95	1959.68	1960.16	3786	0	0
2023.06.09	23:00:00	1960.17	1961.15	1960.10	1960.48	1220	0	0
2023.06.12	01:00:00	1959.69	1960.56	1958.78	1958.98	1329	0	0
2023.06.12	02:00:00	1958.95	1960.54	1958.01	1960.02	1915	0	0
2023.06.12	03:00:00	1960.02	1960.49	1958.06	1958.38	3556	0	0
2023.06.12	04:00:00	1958.36	1959.57	1955.58	1956.01	7401	0	0
2023.06.12	05:00:00	1956.00	1956.28	1954.27	1956.03	4628	0	0
2023.06.12	06:00:00	1956.02	1958.80	1955.36	1958.45	3015	0	0
2023.06.12	07:00:00	1958.43	1958.43	1956.73	1957.00	2254	0	0
2023.06.12	08:00:00	1957.00	1961.50	1956.57	1959.14	5410	0	0
2023.06.12	09:00:00	1959.16	1962.14	1957.97	1960.39	5561	0	0
2023.06.12	10:00:00	1960.32	1961.46	1958.78	1960.61	7316	0	0
2023.06.12	11:00:00	1960.60	1965.46	1960.26	1964.91	7652	0	0
2023.06.12	12:00:00	1964.95	1965.58	1963.63	1965.22	5763	0	0
2023.06.12	13:00:00	1965.24	1966.99	1964.02	1964.11	5762	0	0
2023.06.12	14:00:00	1963.96	1965.10	1961.74	1964.00	5594	0	0
2023.06.12	15:00:00	1964.01	1965.97	1961.12	1962.82	9715	0	0
2023.06.12	16:00:00	1962.84	1964.01	1949.21	1952.11	13899	0	0
2023.06.12	17:00:00	1952.14	1954.87	1949.45	1954.28	14030	0	0
2023.06.12	18:00:00	1954.28	1958.71	1953.89	1955.43	9480	0	0
2023.06.12	19:00:00	1955.39	1956.24	1953.12	1954.20	6298	0	0
2023.06.12	20:00:00	1954.20	1956.78	1953.23	1955.97	5808	0	0
2023.06.12	21:00:00	1955.96	1957.94	1955.91	1956.65	4667	0	0
2023.06.12	22:00:00	1956.65	1958.77	1955.78	1957.98	5216	0	0
2023.06.12	23:00:00	1958.08	1958.66	1956.77	1957.42	1794	0	0
2023.06.13	01:00:00	1957.12	1958.41	1956.84	1958.31	741	0	0
2023.06.13	02:00:00	1958.35	1960.56	1958.31	1959.99	1445	0	0
2023.06.13	03:00:00	1959.97	1960.94	1957.82	1957.92	3315	0	0
2023.06.13	04:00:00	1957.90	1959.79	1956.14	1956.95	7065	0	0
2023.06.13	05:00:00	1956.99	1959.42	1955.95	1959.00	4749	0	0
2023.06.13	06:00:00	1959.03	1962.13	1958.39	1962.05	3899	0	0
2023.06.13	07:00:00	1962.03	1962.21	1960.48	1960.93	2932	0	0
2023.06.13	08:00:00	1960.92	1961.47	1958.29	1958.47	4202	0	0
2023.06.13	09:00:00	1958.49	1963.45	1958.36	1962.48	7548	0	0
2023.06.13	10:00:00	1962.49	1965.38	1962.18	1962.27	7174	0	0
2023.06.13	11:00:00	1962.27	1964.74	1961.53	1964.21	5541	0	0
2023.06.13	12:00:00	1964.25	1964.60	1962.71	1963.24	4687	0	0
2023.06.13	13:00:00	1963.23	1965.99	1962.02	1965.90	4554	0	0
2023.06.13	14:00:00	1965.93	1966.22	1963.53	1963.82	4810	0	0
2023.06.13	15:00:00	1963.81	1971.06	1950.58	1961.39	16786	0	0
2023.06.13	16:00:00	1961.39	1965.94	1953.69	1954.20	18240	0	0
2023.06.13	17:00:00	1954.20	1955.80	1950.92	1952.61	12992	0	0
2023.06.13	18:00:00	1952.60	1953.13	1942.08	1943.18	12549	0	0
2023.06.13	19:00:00	1943.17	1947.13	1942.56	1945.00	7844	0	0
2023.06.13	20:00:00	1944.96	1946.67	1941.29	1942.61	7297	0	0
2023.06.13	21:00:00	1942.63	1943.77	1940.37	1940.59	6720	0	0
2023.06.13	22:00:00	1940.57	1943.82	1940.04	1943.55	4713	0	0
2023.06.13	23:00:00	1943.47	1944.54	1942.13	1943.44	2437	0	0
2023.06.14	01:00:00	1943.46	1945.14	1943.46	1944.08	1251	0	0
2023.06.14	02:00:00	1944.07	1944.09	1942.21	1943.94	1277	0	0
2023.06.14	03:00:00	1944.02	1945.62	1942.78	1944.45	3892	0	0
2023.06.14	04:00:00	1944.43	1947.72	1944.11	1946.94	6068	0	0
2023.06.14	05:00:00	1946.93	1947.95	1946.25	1947.54	3960	0	0
2023.06.14	06:00:00	1947.54	1949.40	1946.91	1949.30	2831	0	0
2023.06.14	07:00:00	1949.32	1949.53	1947.88	1948.84	2517	0	0
2023.06.14	08:00:00	1948.83	1949.25	1946.13	1946.36	4155	0	0
2023.06.14	09:00:00	1946.34	1947.82	1945.44	1946.26	5352	0	0
2023.06.14	10:00:00	1946.20	1951.55	1945.26	1949.64	6951	0	0
2023.06.14	11:00:00	1949.59	1950.98	1948.46	1949.85	5674	0	0
2023.06.14	12:00:00	1949.87	1952.88	1949.85	1951.32	5390	0	0
2023.06.14	13:00:00	1951.33	1951.46	1947.79	1947.80	4025	0	0
2023.06.14	14:00:00	1947.79	1948.09	1945.81	1947.01	5249	0	0
2023.06.14	15:00:00	1947.02	1960.27	1946.29	1957.17	11702	0	0
2023.06.14	16:00:00	1957.16	1958.90	1955.01	1956.08	12198	0	0
2023.06.14	17:00:00	1956.06	1959.28	1955.03	1957.92	10525	0	0
2023.06.14	18:00:00	1957.87	1959.21	1955.54	1955.97	7803	0	0
2023.06.14	19:00:00	1955.98	1957.46	1954.94	1955.10	6184	0	0
2023.06.14	20:00:00	1955.08	1955.81	1952.75	1953.16	5719	0	0
2023.06.14	21:00:00	1953.16	1953.26	1940.08	1950.07	20390	0	0
2023.06.14	22:00:00	1950.02	1951.52	1943.61	1945.00	12430	0	0
2023.06.14	23:00:00	1944.98	1946.17	1939.69	1941.81	3740	0	0
2023.06.15	01:00:00	1943.57	1945.22	1942.67	1944.05	1418	0	0
2023.06.15	02:00:00	1944.02	1945.31	1942.86	1945.30	1886	0	0
2023.06.15	03:00:00	1945.26	1945.28	1936.26	1939.31	5000	0	0
2023.06.15	04:00:00	1939.29	1939.35	1932.90	1933.40	9707	0	0
2023.06.15	05:00:00	1933.37	1936.16	1932.42	1935.26	6785	0	0
2023.06.15	06:00:00	1935.26	1936.51	1934.30	1934.86	3984	0	0
2023.06.15	07:00:00	1934.88	1935.60	1933.33	1934.50	4501	0	0
2023.06.15	08:00:00	1934.47	1939.82	1930.78	1937.81	8030	0	0
2023.06.15	09:00:00	1937.77	1937.77	1931.95	1932.60	8645	0	0
2023.06.15	10:00:00	1932.63	1934.48	1928.99	1933.56	9896	0	0
2023.06.15	11:00:00	1933.51	1934.58	1930.78	1931.67	6751	0	0
2023.06.15	12:00:00	1931.83	1936.14	1931.07	1935.79	7349	0	0
2023.06.15	13:00:00	1935.80	1936.79	1933.32	1933.79	5793	0	0
2023.06.15	14:00:00	1933.82	1933.95	1927.94	1928.53	7346	0	0
2023.06.15	15:00:00	1928.52	1933.78	1924.67	1933.49	16154	0	0
2023.06.15	16:00:00	1933.45	1953.55	1933.39	1952.84	17235	0	0
2023.06.15	17:00:00	1952.90	1959.76	1951.42	1953.12	14704	0	0
2023.06.15	18:00:00	1953.14	1957.81	1951.98	1956.55	10344	0	0
2023.06.15	19:00:00	1956.58	1960.18	1956.58	1959.55	7547	0	0
2023.06.15	20:00:00	1959.54	1960.28	1957.72	1958.78	5984	0	0
2023.06.15	21:00:00	1958.79	1959.51	1956.94	1957.55	4437	0	0
2023.06.15	22:00:00	1957.53	1959.66	1957.50	1958.73	4132	0	0
2023.06.15	23:00:00	1958.71	1958.91	1957.65	1957.95	1768	0	0
2023.06.16	01:00:00	1957.50	1958.70	1957.50	1958.57	1033	0	0
2023.06.16	02:00:00	1958.56	1959.28	1958.15	1958.27	1526	0	0
2023.06.16	03:00:00	1958.27	1959.44	1956.59	1956.86	3509	0	0
2023.06.16	04:00:00	1956.86	1962.03	1956.50	1959.36	6711	0	0
2023.06.16	05:00:00	1959.37	1959.44	1955.20	1955.44	6257	0	0
2023.06.16	06:00:00	1955.42	1958.08	1955.38	1956.69	4577	0	0
2023.06.16	07:00:00	1956.69	1956.69	1954.97	1955.42	2713	0	0
2023.06.16	08:00:00	1955.44	1958.32	1954.68	1958.13	4406	0	0
2023.06.16	09:00:00	1958.43	1963.35	1957.43	1960.94	7789	0	0
2023.06.16	10:00:00	1960.92	1962.70	1959.31	1961.61	9595	0	0
2023.06.16	11:00:00	1961.64	1964.03	1960.01	1963.18	8709	0	0
2023.06.16	12:00:00	1963.18	1964.73	1963.17	1964.33	5854	0	0
2023.06.16	13:00:00	1964.34	1965.57	1963.08	1964.88	5070	0	0
2023.06.16	14:00:00	1964.93	1966.56	1963.92	1965.59	6901	0	0
2023.06.16	15:00:00	1965.64	1967.91	1962.42	1962.63	10742	0	0
2023.06.16	16:00:00	1962.60	1963.95	1956.48	1961.04	14567	0	0
2023.06.16	17:00:00	1961.09	1966.08	1953.30	1960.28	17896	0	0
2023.06.16	18:00:00	1960.27	1961.71	1955.24	1956.30	11319	0	0
2023.06.16	19:00:00	1956.25	1956.91	1953.97	1955.25	7124	0	0
2023.06.16	20:00:00	1955.25	1959.56	1955.18	1959.20	5389	0	0
2023.06.16	21:00:00	1959.21	1959.76	1957.93	1958.64	4255	0	0
2023.06.16	22:00:00	1958.65	1958.66	1955.44	1955.44	4987	0	0
2023.06.16	23:00:00	1955.47	1958.18	1955.47	1957.38	1639	0	0
2023.06.19	01:00:00	1958.45	1958.55	1956.92	1958.07	1076	0	0
2023.06.19	02:00:00	1958.11	1958.38	1956.26	1957.09	1299	0	0
2023.06.19	03:00:00	1957.11	1958.71	1956.27	1956.71	3472	0	0
2023.06.19	04:00:00	1956.75	1958.29	1955.68	1956.11	5651	0	0
2023.06.19	05:00:00	1956.09	1956.52	1954.27	1955.43	3577	0	0
2023.06.19	06:00:00	1955.45	1955.85	1954.02	1955.72	3097	0	0
2023.06.19	07:00:00	1955.71	1957.13	1954.60	1957.06	2075	0	0
2023.06.19	08:00:00	1957.10	1957.51	1954.21	1954.62	3800	0	0
2023.06.19	09:00:00	1954.62	1955.82	1953.22	1954.31	5144	0	0
2023.06.19	10:00:00	1954.35	1955.20	1952.75	1955.11	6361	0	0
2023.06.19	11:00:00	1955.10	1958.70	1955.05	1956.47	5365	0	0
2023.06.19	12:00:00	1956.49	1956.62	1950.15	1950.39	4952	0	0
2023.06.19	13:00:00	1950.39	1951.04	1949.03	1949.72	5267	0	0
2023.06.19	14:00:00	1949.76	1950.72	1948.32	1948.53	4637	0	0
2023.06.19	15:00:00	1948.53	1952.25	1947.84	1952.20	5228	0	0
2023.06.19	16:00:00	1952.24	1953.33	1951.22	1952.01	6890	0	0
2023.06.19	17:00:00	1952.10	1953.18	1950.74	1952.66	6000	0	0
2023.06.19	18:00:00	1952.67	1953.48	1950.51	1950.68	4371	0	0
2023.06.19	19:00:00	1950.69	1951.89	1950.02	1950.26	3202	0	0
2023.06.19	20:00:00	1950.26	1950.66	1949.51	1949.66	1275	0	0
2023.06.19	21:00:00	1949.66	1950.58	1949.49	1950.41	398	0	0
2023.06.20	01:00:00	1951.34	1954.12	1951.09	1952.23	1562	0	0
2023.06.20	02:00:00	1952.22	1952.48	1951.02	1952.45	972	0	0
2023.06.20	03:00:00	1952.51	1953.02	1950.57	1951.07	3623	0	0
2023.06.20	04:00:00	1951.06	1951.83	1945.12	1947.00	6491	0	0
2023.06.20	05:00:00	1947.00	1950.88	1946.53	1950.04	6133	0	0
2023.06.20	06:00:00	1950.04	1950.67	1949.21	1950.25	2759	0	0
2023.06.20	07:00:00	1950.27	1951.31	1949.73	1949.90	2390	0	0
2023.06.20	08:00:00	1949.88	1950.35	1946.86	1948.82	5226	0	0
2023.06.20	09:00:00	1948.82	1953.79	1948.23	1951.29	6856	0	0
2023.06.20	10:00:00	1951.29	1956.77	1951.26	1954.94	8242	0	0
2023.06.20	11:00:00	1954.91	1955.60	1952.88	1953.31	5842	0	0
2023.06.20	12:00:00	1953.36	1954.50	1952.14	1952.67	5480	0	0
2023.06.20	13:00:00	1952.70	1953.02	1949.97	1951.54	5618	0	0
2023.06.20	14:00:00	1951.53	1953.58	1950.46	1951.38	5710	0	0
2023.06.20	15:00:00	1951.37	1954.56	1944.23	1944.73	11704	0	0
2023.06.20	16:00:00	1944.70	1945.20	1931.04	1931.93	16424	0	0
2023.06.20	17:00:00	1931.87	1936.14	1929.79	1934.95	15421	0	0
2023.06.20	18:00:00	1934.96	1936.48	1933.32	1935.17	10208	0	0
2023.06.20	19:00:00	1935.20	1938.01	1934.19	1937.59	7075	0	0
2023.06.20	20:00:00	1937.58	1938.09	1936.16	1938.06	5155	0	0
2023.06.20	21:00:00	1938.07	1938.30	1936.40	1938.25	4634	0	0
2023.06.20	22:00:00	1938.26	1938.67	1935.96	1936.17	4742	0	0
2023.06.20	23:00:00	1936.11	1936.80	1935.42	1936.19	1821	0	0
2023.06.21	01:00:00	1936.47	1938.23	1936.34	1936.65	1472	0	0
2023.06.21	02:00:00	1936.66	1938.91	1936.32	1937.31	2173	0	0
2023.06.21	03:00:00	1937.31	1938.19	1936.33	1936.86	4110	0	0
2023.06.21	04:00:00	1936.86	1938.41	1936.03	1936.40	6215	0	0
2023.06.21	05:00:00	1936.43	1939.51	1935.46	1937.20	5746	0	0
2023.06.21	06:00:00	1937.18	1937.76	1936.51	1937.05	3012	0	0
2023.06.21	07:00:00	1937.06	1937.39	1935.48	1935.87	3148	0	0
2023.06.21	08:00:00	1935.86	1936.78	1934.23	1935.57	4183	0	0
2023.06.21	09:00:00	1935.57	1935.63	1931.30	1934.96	8938	0	0
2023.06.21	10:00:00	1934.96	1937.40	1933.86	1935.01	7206	0	0
2023.06.21	11:00:00	1935.03	1935.91	1933.66	1934.62	6350	0	0
2023.06.21	12:00:00	1934.63	1935.86	1932.14	1933.27	5976	0	0
2023.06.21	13:00:00	1933.27	1935.69	1932.21	1934.33	5595	0	0
2023.06.21	14:00:00	1934.36	1935.47	1933.35	1934.59	5687	0	0
2023.06.21	15:00:00	1934.59	1935.37	1926.02	1929.90	13821	0	0
2023.06.21	16:00:00	1929.91	1931.12	1919.22	1928.66	16454	0	0
2023.06.21	17:00:00	1928.61	1934.64	1924.27	1932.00	16448	0	0
2023.06.21	18:00:00	1932.05	1932.94	1929.32	1932.24	11649	0	0
2023.06.21	19:00:00	1932.25	1934.17	1930.41	1933.37	8668	0	0
2023.06.21	20:00:00	1933.29	1935.82	1933.03	1934.18	7682	0	0
2023.06.21	21:00:00	1934.21	1937.62	1934.06	1935.91	6323	0	0
2023.06.21	22:00:00	1935.92	1936.04	1933.20	1933.45	5157	0	0
2023.06.21	23:00:00	1933.52	1934.47	1931.93	1932.69	2473	0	0
2023.06.22	01:00:00	1933.33	1934.49	1932.65	1933.63	1715	0	0
2023.06.22	02:00:00	1933.57	1934.94	1932.92	1933.89	1323	0	0
2023.06.22	03:00:00	1933.90	1934.00	1932.34	1932.34	2749	0	0
2023.06.22	04:00:00	1932.33	1934.24	1931.56	1933.24	2945	0	0
2023.06.22	05:00:00	1933.21	1933.64	1932.02	1933.38	2356	0	0
2023.06.22	06:00:00	1933.38	1934.24	1932.26	1932.60	2196	0	0
2023.06.22	07:00:00	1932.58	1933.08	1929.77	1929.77	2905	0	0
2023.06.22	08:00:00	1929.76	1930.71	1927.99	1930.50	4032	0	0
2023.06.22	09:00:00	1930.51	1931.51	1927.73	1928.02	5172	0	0
2023.06.22	10:00:00	1928.07	1930.86	1927.09	1929.97	8262	0	0
2023.06.22	11:00:00	1929.96	1931.45	1924.97	1927.40	7082	0	0
2023.06.22	12:00:00	1927.39	1929.48	1926.25	1928.77	4896	0	0
